CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,id_estab
19-01-0037-45,19-003,ZACAPA,ZACAPA,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA DE TELESECUNDARIA,ALDEA LOMA DEL VIENTO,4889-0793,AURA LORENA CANTORAL AGUSTIN,JOSÉ BELTRÁN MATA VILLEGAS,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,4a295448a863
19-01-0072-45,19-001,ZACAPA,ZACAPA,"INSTITUTO DE EDUCACIÓN MEDIA EXPERIMENTAL CON ORIENTACIÓN OCUPACIONAL ""JOSÉ RODRÍGUEZ CERNA""","7A. AVENIDA ""A"" FINAL Y 9A. CALLE ZONA 2 BARRIO LA REFORMA",7941-0141,SONIA HAYDEE RUIZ WONG,MARCO ANTONIO LÓPEZ RAMOS,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,d86f2c695c28
19-01-0073-45,19-001,ZACAPA,ZACAPA,INSTITUTO NACIONAL MIXTO DE EDUCACION BASICA,16 AVENIDA 9-51 BARRIO TAMARINDAL ZONA 1,7941-0797,SONIA HAYDEE RUIZ WONG,OLIVIA LUCRECIA HERNÁNDEZ PAZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ZACAPA,d248bf67eb1d
19-01-0075-45,19-002,ZACAPA,ZACAPA,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA POR COOPERATIVA,ALDEA SANTA ROSALIA,7941-3557,MARIA ELENA GARCIA CONTRERAS DE QUINTO,KELYN ESMERALDA SALGUERO AYALA,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,6186a1d5a616
19-01-0076-45,19-003,ZACAPA,ZACAPA,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA POR COOPERATIVA,ALDEA EL TERRERO,4278-6730,AURA LORENA CANTORAL AGUSTIN,SERGIO MANOLO RAMÍREZ CHACÓN,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,f959542665e3
19-01-0084-45,19-001,ZACAPA,ZACAPA,INSTITUTO ADOLFO V. HALL DE ORIENTE,BARRIO CRUZ DE MAYO,3991-3254,SONIA HAYDEE RUIZ WONG,RAÚL ANIBAL PINEDA PEÑATE,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ZACAPA,8a24b15a72f8
19-01-0086-45,19-019,ZACAPA,ZACAPA,"CENTRO EDUCATIVO JUVENIL CATÓLICO ""NUESTRA SEÑORA DE FÁTIMA""",12 CALLE A 14-03 ZONA 1,7941-0382,HUGO WILFREDO VARGAS CHACON,FIDIAS ROBERTO MONROY LEMUS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,2958ec8566e1
19-01-0117-45,19-001,ZACAPA,ZACAPA,INEB,LOMA COLONIA EL CHAPARRO,7941-2412,SONIA HAYDEE RUIZ WONG,JÉNNIFER LISSETH ACEVEDO MORALES,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,5264d8cd57b4
19-01-0118-45,19-004,ZACAPA,ZACAPA,INEB DE TELESECUNDARIA,ALDEA LAMPOCOY,4889-0793,FLORIDALMA GARCIA LUNA DE HICHOS,JOSÉ BELTRÁN MATA VILLEGAS,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,ac217f36e76e
19-01-0119-45,19-002,ZACAPA,ZACAPA,INEB DE TELESECUNDARIA,ALDEA LLANO DE PIEDRAS,5745-9765,MARIA ELENA GARCIA CONTRERAS DE QUINTO,RUTH CAROLINA FLORES MORALES,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,abd6df8fddfa
19-01-0120-45,19-004,ZACAPA,ZACAPA,INEB DE TELESECUNDARIA,1A. CALLE COLONIA PUEBLO MODELO,3269-2708,FLORIDALMA GARCIA LUNA DE HICHOS,ARIEL RENATO PEDROZA LÓPEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,a32a85291ec4
19-01-0121-45,19-004,ZACAPA,ZACAPA,INEB DE TELESECUNDARIA,ALDEA MANZANOTES,7941-5486,FLORIDALMA GARCIA LUNA DE HICHOS,JUANA LEONOR ARCHILA DE LA CRUZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,c771409cef39
19-01-0122-45,19-004,ZACAPA,ZACAPA,INEB DE TELESECUNDARIA,ALDEA EL GUINEAL,5961-7897,FLORIDALMA GARCIA LUNA DE HICHOS,MARCO TULIO LÓPEZ RAMÍREZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,40297a11480a
19-01-0139-45,19-019,ZACAPA,ZACAPA,COLEGIO PARTICULAR MIXTO LICEO CRISTIANO ZACAPANECO,"12 AVENIDA Y 8A. CALLE ESQUINA, ZONA 1",7941-0316,HUGO WILFREDO VARGAS CHACON,LUCY RAQUEL APARICIO ROLDÁN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,1faf4648af8e
19-01-0154-45,19-019,ZACAPA,ZACAPA,LICEO CRISTO REY,"8A. CALLE 9-06 ZONA 2, BARRIO LA REFORMA",5413-8046,HUGO WILFREDO VARGAS CHACON,EDNA EDITH RAMÍREZ CORDÓN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA,fd985225bbcb
19-01-0164-45,19-019,ZACAPA,ZACAPA,COLEGIO CRISTIANO PRIVADO MIXTO OASIS (OASIS CHRISTIAN SCHOOL),"RESIDENCIALES EL VALLE, BARRIO LA ESTACION, ZONA 2",7941-6325,HUGO WILFREDO VARGAS CHACON,KELLY BRISSEYDA ORELLANA DE LEÓN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,add526c8cf7c
19-01-0169-45,19-019,ZACAPA,ZACAPA,COLEGIO CRISTIANO VERBO ZACAPA,CALZADA RAMIRO DE LEÓN CARPIO A UN COSTADO DEL IGSS,5828-9369,HUGO WILFREDO VARGAS CHACON,LIDIA ISABEL PÉREZ VILLEDA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,a9180297147d
19-01-0182-45,19-019,ZACAPA,ZACAPA,INSTITUTO TÉCNICO PRIVADO VOCACIONAL,9A. CALLE 17-27 ZONA 3 BARRIO EL TAMARINDAL,7941-6343,HUGO WILFREDO VARGAS CHACON,EDWIN ORLANDO LUCAS ASPUREZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA,de614c846caf
19-01-0188-45,19-019,ZACAPA,ZACAPA,COLEGIO PRIVADO BILINGÜE SAGRADO CORAZÓN DE JESÚS,8A. CALLE ENTRE 9A. Y 10A. AVENIDA DE LA ZONA 2 BARRIO LA LAGUNA ZACAPA,3118-1139,HUGO WILFREDO VARGAS CHACON,MARTA LYLÍ RIVAS TOBAR,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,47b186655285
19-01-0189-45,19-019,ZACAPA,ZACAPA,"COLEGIO ""HIGA""",BOSQUES DE SAN JULIÁN ZACAPA,4287-6685,HUGO WILFREDO VARGAS CHACON,MARCY MAGALETH CARRERA PAIZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,ee9e1d025422
19-01-0191-45,19-019,ZACAPA,ZACAPA,"COLEGIO ""HIGA""",BOSQUES DE SAN JULIÁN ZACAPA,4905-7528,HUGO WILFREDO VARGAS CHACON,EDILIO PAZ ARCHILA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA,ee9e1d025422
19-01-0203-45,19-019,ZACAPA,ZACAPA,INSTITUTO TÉCNICO DE EDUCACIÓN INDUSTRIAL,"CIUDAD VICTORIA, BARRIO NUEVO ZACAPA",7941-5915,HUGO WILFREDO VARGAS CHACON,ALEJANDRA MARÍA PALACIOS GARCÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,e77645fa3875
19-01-0207-45,19-018,ZACAPA,ZACAPA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- DEPARTAMENTAL,3RA. CALLE ENTRE 14 Y 15 AV. ZONA 1,5524-3954,MAYRA MARIVEL LOPEZ HERNANDEZ,CARLOS JOSUÉ ROSALES DE PAZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,ZACAPA,73b0241a0a99
19-01-0208-45,19-019,ZACAPA,ZACAPA,"CENTRO DE EDUCACIÓN A DISTANCIA ""ITZAMNÁ""","5TA CALLE 11-20, ZONA 1",5876-5309,HUGO WILFREDO VARGAS CHACON,AÍDA CONSUELO CHACÓN MARÍN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ZACAPA,27f58db6f939
19-01-0210-45,19-019,ZACAPA,ZACAPA,"COLEGIO ""HIGA""","BOSQUES DE SAN JULIAN, ZACAPA",4905-7528,HUGO WILFREDO VARGAS CHACON,EDILIO PAZ ARCHILA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ZACAPA,ee9e1d025422
19-01-0212-45,19-019,ZACAPA,ZACAPA,INSTITUTO TÉCNICO PRIVADO VOCACIONAL,9A. CALLE 17-27 ZONA 3 BARRIO EL TAMARINDAL,7941-6343,HUGO WILFREDO VARGAS CHACON,EDWIN ORLANDO LUCAS VANEGAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ZACAPA,de614c846caf
19-01-0214-45,19-019,ZACAPA,ZACAPA,LICEO CRISTO REY,"8A. CALLE 9-06 ZONA 2, BARRIO LA REFORMA",5936-3661,HUGO WILFREDO VARGAS CHACON,EDNA EDITH RAMÍREZ CORDÓN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ZACAPA,fd985225bbcb
19-01-0218-45,19-019,ZACAPA,ZACAPA,"COLEGIO EVANGÉLICO LUTERANO ""EL DIVINO SALVADOR""",4TA. CALLE 2-31 ZONA 2,7941-0254,HUGO WILFREDO VARGAS CHACON,OSCAR ORLANDO CANALES VARGAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,088c217e232b
19-01-0219-45,19-018,ZACAPA,ZACAPA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,ALDEA LOS JOCOTES,4253-1451,MAYRA MARIVEL LOPEZ HERNANDEZ,ALVARO ANIBAL POP LEM,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,47d95ddc48bb
19-01-0330-45,19-019,ZACAPA,ZACAPA,COLEGIO BILINGÜE MONTESSORI,4A. CALLE 3-41 ZONA 2,7941-0965,HUGO WILFREDO VARGAS CHACON,MAGDA YOHANA SÁNCHEZ MONTERROSO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,9209f5c746af
19-01-0355-45,19-001,ZACAPA,ZACAPA,INEB,COLONIA EL CHAPARRO,7941-6669,SONIA HAYDEE RUIZ WONG,CLAUDIA LORENA CARDENAS FRANCO,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,7ef8c77c1190
19-01-0356-45,19-004,ZACAPA,ZACAPA,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA POR COOPERATIVA,ALDEA SAN PABLO ALDEA SAN PABLO,4623-2153,FLORIDALMA GARCIA LUNA DE HICHOS,JOSELYN MARISOL OLIVA AGUILAR,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,95faf66b36fe
19-01-0395-45,19-019,ZACAPA,ZACAPA,INSTITUTO TECNICO PRIVADO VOCACIONAL,9A. CALLE 17-27 ZONA 3 BARRIO EL TAMARINDAL,7941-6343,HUGO WILFREDO VARGAS CHACON,AURA INES LUCAS VANEGAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,de614c846caf
19-01-0697-45,19-002,ZACAPA,ZACAPA,INSTITUTO BASICO POR COOPERATIVA,ALDEA LA TREMENTINA,4930-9570,MARIA ELENA GARCIA CONTRERAS DE QUINTO,JOSÉ DANIEL ANTÓN REYES,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,5366a07af5c8
19-01-0704-45,19-019,ZACAPA,ZACAPA,COLEGIO MODERNO ZACAPANECO,9A. CALLE 15-26 ZONA 1,7941-3549,HUGO WILFREDO VARGAS CHACON,ALCIRA NINETH OLIVA MORALES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,49a1be521a14
19-01-0729-45,19-002,ZACAPA,ZACAPA,INEB DE TELESECUNDARIA,ALDEA LA FRAGUA,3136-4225,MARIA ELENA GARCIA CONTRERAS DE QUINTO,ALICIA MARIELA LOYO CARDONA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,24722fd67543
19-01-0731-45,19-002,ZACAPA,ZACAPA,INEB DE TELESECUNDARIA,ALDEA SANTA LUCIA,5155-6269,MARIA ELENA GARCIA CONTRERAS DE QUINTO,LUIS ELIZANDRO SAGASTUME HERNÁNDEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,f626fa6de031
19-01-0940-45,19-019,ZACAPA,ZACAPA,"CENTRO DE EDUCACION A DISTANCIA ""ITZAMNÁ""",5A. CALLE 11-20 ZONA 1,5876-5309,HUGO WILFREDO VARGAS CHACON,AÍDA CONSUELO CHACÓN MARÍN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA,27e27dbace27
19-01-1061-45,19-003,ZACAPA,ZACAPA,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO -NUFED- NO. 199,ALDEA GUADALUPE,5696-6845,AURA LORENA CANTORAL AGUSTIN,CARLOS ISAIAS RESULEU FELIPE,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,77538993ee81
19-01-1065-45,19-004,ZACAPA,ZACAPA,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED NO.239,ALDEA CAMALOTE,5755-6589,FLORIDALMA GARCIA LUNA DE HICHOS,BERTA MEJÍA SÁNCHEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,7ee5b78d01b5
19-01-1148-45,19-003,ZACAPA,ZACAPA,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED NO.502,ALDEA CERRO CHIQUITO,4948-4618,AURA LORENA CANTORAL AGUSTIN,MARÍA ELIZABETH ESTÉVEZ MORALES,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,0ac85542d9b2
19-02-0002-45,19-005,ZACAPA,ESTANZUELA,INEB,5A.AVENIDA 04-00 ZONA 1,3756-5430,EDNA EDITH RAMIREZ CORDON,ENELDA MERCEDES PORTILLO CABRERA,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,c1976bffc128
19-02-0009-45,19-005,ZACAPA,ESTANZUELA,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO -NUFED- NO. 491,ALDEA TRES PINOS,4217-1716,EDNA EDITH RAMIREZ CORDON,ELVA NOHEMÍ CALDERÓN RAMÍREZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,0b4d4552aaf2
19-02-0010-45,19-005,ZACAPA,ESTANZUELA,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO -NUFED- NO. 77 JULIO CESAR GIRÓN PORTILLO,ALDEA CHISPAN,5800-7997,EDNA EDITH RAMIREZ CORDON,YESSICA JOHANA PAZ LINARES,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,b66bda474f61
19-02-0014-45,19-018,ZACAPA,ESTANZUELA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,ALDEA CHISPAN,3979-4718,MAYRA MARIVEL LOPEZ HERNANDEZ,CLAUDIA PATRICIA FAJARDO ORELLANA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA,25de4d5b4fb0
19-02-0017-45,19-018,ZACAPA,ESTANZUELA,CENTRO DE EDUCACION EXTRAESCOLAR-CEEX-,ALDEA SAN NICOLAS ESTANZUELA,3979-4718,MAYRA MARIVEL LOPEZ HERNANDEZ,CLAUDIA PATRICIA FAJARDO ORELLANA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ZACAPA,6ab6005931cb
19-02-0018-45,19-005,ZACAPA,ESTANZUELA,"INEB ""JULIO CÉSAR GIRÓN PORTILLO""",BARRIO LA LAGUNA I,4054-9619,EDNA EDITH RAMIREZ CORDON,BRENDA ELIZABETH PAZ BETANCOURTH,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ZACAPA,7ec1e1b5fb6a
19-02-0022-45,19-005,ZACAPA,ESTANZUELA,COLEGIO BILINGÜE ESTANZUELENSE,BARRIO CANDELARIA ESTANZUELA,7933-5117,EDNA EDITH RAMIREZ CORDON,KÁREM ROSSINA GALDÁMEZ GALDÁMEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,cc298711a13c
19-02-0095-45,19-005,ZACAPA,ESTANZUELA,INEB CON ORIENTACION AGROPECUARIA,BARRIO LAS ROSITAS,7933-5127,EDNA EDITH RAMIREZ CORDON,MAYRA SUCELI PINTO CABRERA,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,7aaf7c938428
19-02-0341-45,19-005,ZACAPA,ESTANZUELA,COLEGIO PRIVADO MIXTO MARIA DE LA ESPERANZA,BARRIO EL CENTRO ZONA 1,7933-6336,EDNA EDITH RAMIREZ CORDON,EMILIO JOSÉ ARREAZA PORTILLO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,d40de564a4a5
19-03-0006-45,19-006,ZACAPA,RIO HONDO,INEB DE TELESECUNDARIA,ALDEA LAS POZAS,4785-0709,JORGE FRANCISCO ZABALETA MENDEZ,ROSA ESTELA MERLOS VÁSQUEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,b690279e9318
19-03-0016-45,19-007,ZACAPA,RIO HONDO,INEB DE TELESECUNDARIA,ALDEA NUEVO SUNZAPOTE,5196-4900,JORGE FRANCISCO ZABALETA MENDEZ,ANA VERONICA DUARTE TRUJILLO,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,f569bba8a0b3
19-03-0128-45,19-006,ZACAPA,RIO HONDO,INEB POR COOPERATIVA,ALDEA SANTA CRUZ,7933-0353,JORGE FRANCISCO ZABALETA MENDEZ,SONIA ANALÍ RIVAS SÁNCHEZ,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,c84c7b1785b5
19-03-0331-45,19-006,ZACAPA,RIO HONDO,INSTITUTO MUNICIPAL MIXTO DE EDUCACION BASICA,ALDEA MONTE GRANDE,4210-3621,JORGE FRANCISCO ZABALETA MENDEZ,SAULO GEREMIAS PERDOMO CRUZ,BASICO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,5481d57b8932
19-03-0855-45,19-006,ZACAPA,RIO HONDO,INEB DE TELESECUNDARIA,ALDEA OJO DE AGUA,5715-3591,JORGE FRANCISCO ZABALETA MENDEZ,LOURDES MARLENY CHACÓN GONZALEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,9626d70aa8ea
19-03-0933-45,19-006,ZACAPA,RIO HONDO,INEB DE TELESECUNDARIA,ALDEA JONES,3150-1870,JORGE FRANCISCO ZABALETA MENDEZ,KARLA MISHELL GÓMEZ CRUZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,b3065e90a8d0
19-03-0949-45,19-006,ZACAPA,RIO HONDO,LIBERTY COLLEGE,ALDEA LLANO VERDE,5514-8021,JORGE FRANCISCO ZABALETA MENDEZ,MIRIAM CONSUELO CASTAÑEDA ORELLANA,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,5778cd6d9252
19-03-1058-45,19-006,ZACAPA,RIO HONDO,INSTITUTO NACIONAL DE EDUCACION BASICA,FINCA EL JOBO,5856-4902,JORGE FRANCISCO ZABALETA MENDEZ,JUANA SUCELLY SALDIVAR PERAZA,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,df1fab949a18
19-03-1141-45,19-018,ZACAPA,RIO HONDO,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED NO. 456,"ALDEA SANTA ROSALIA MARMOL RIO HONDO, ZACAPA",5188-5649,MAYRA MARIVEL LOPEZ HERNANDEZ,HERLYN MELISA MORALES PÉREZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,a0793f8fa72b
19-03-1189-45,19-006,ZACAPA,RIO HONDO,IEBC DE ENSEÑANZA,ALDEA EL ROSARIO,7943-6724,JORGE FRANCISCO ZABALETA MENDEZ,GILMA MARÍNA ORELLANA CASTAÑEDA,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,a18ce33fd509
19-04-0026-45,19-009,ZACAPA,GUALAN,NUCLEO FAMILIAR EDUCATIVO FAMILIAR EDUCATIVO PARA EL DESARROLLO -NUFED- NO. 632,ALDEA MAL PASO,5017-0963,JENNIFER MARIA BARRIENTOS CHACON,RUTH ESMERALDA GIRÓN CASASOLA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,6ef76db83006
19-04-0028-45,19-008,ZACAPA,GUALAN,INEB,ALDEA MAYUELAS,4182-9636,BRENDA YANETH RAMOS LOPEZ,MELINA JUDITH MORALES LÓPEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,e52b122a8fde
19-04-0030-45,19-009,ZACAPA,GUALAN,INEB DE TELESECUNDARIA,ALDEA EL CHILE,3217-1375,JENNIFER MARIA BARRIENTOS CHACON,SANTOS ILEANA PÉREZ LÓPEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,4c3170322d33
19-04-0031-45,19-009,ZACAPA,GUALAN,INEB DE TELESECUNDARIA,ALDEA JUAN PONCE,5764-2150,JENNIFER MARIA BARRIENTOS CHACON,AMANDA ESPERANZA CASTAÑEDA GARCÍA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,d11158ac88aa
19-04-0043-45,19-009,ZACAPA,GUALAN,INEB DE TELESECUNDARIA,ALDEA GUAPINOL,5352-2307,JENNIFER MARIA BARRIENTOS CHACON,MARIO ENRIQUE QUIEJ RAMIREZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,24da51013ab8
19-04-0044-45,19-008,ZACAPA,GUALAN,INEB DE TELESECUNDARIA,CASERIO LOS LIMONES,4123-3992,BRENDA YANETH RAMOS LOPEZ,BLANCA LUZ CHACÓN,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,5fc3041706c4
19-04-0055-45,19-009,ZACAPA,GUALAN,"COLEGIO PARTICULAR MIXTO LUTERANO INTEGRAL ""LA RESURRECCION""",BARRIO LAS FLORES,7933-1330,JENNIFER MARIA BARRIENTOS CHACON,LUIS ALBERTO JASINTO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,c525367faf62
19-04-0060-45,19-008,ZACAPA,GUALAN,INEB TELESECUNDARIA,ALDEA LAS CARRETAS,3047-8113,BRENDA YANETH RAMOS LOPEZ,KAREN JEANNETH CORDÓN SÚCHITE,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,eba8c660c7e1
19-04-0063-45,19-009,ZACAPA,GUALAN,COLEGIO MIXTO PRIVADO MONSEÑOR ANÍBAL CASASOLA,RESIDENCIALES MOLIENDA BARRIO LAS FLORES,4281-8761,JENNIFER MARIA BARRIENTOS CHACON,ANA LEONOR GÓMEZ SÁNCHEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,966097de49f5
19-04-0067-45,19-008,ZACAPA,GUALAN,COLEGIO PRIVADO MIXTO BETHANIA,BARRIO LAS FLORES GUALAN,7933-2709,BRENDA YANETH RAMOS LOPEZ,DARLIN ZENAIDA LEÓN RAMÍREZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ZACAPA,538d142c912e
