CODIGO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,AREA,SECTOR,razon
11-02-0056-46,RETALHULEU,SAN SEBASTIAN,COLEGIO EVANGÉLICO DE ESTUDIOS INTEGRADOS SAN SEBASTIÁN CEEDISS,KM. 183 CANTON PUCA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
11-02-0058-46,RETALHULEU,SAN SEBASTIAN,COLEGIO EVANGÉLICO DE ESTUDIOS INTEGRADOS SAN SEBASTIÁN CEEDISS,KM. 183 CANTON PUCA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
11-02-0059-46,RETALHULEU,SAN SEBASTIAN,COLEGIO EVANGÉLICO DE ESTUDIOS INTEGRADOS SAN SEBASTIÁN CEEDISS,KM. 183 CANTON PUCA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
11-02-0061-46,RETALHULEU,SAN SEBASTIAN,COLEGIO PRIVADO MIXTO SAN SEBASTIÁN,CANTON SAMALA 1,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
11-02-0063-46,RETALHULEU,SAN SEBASTIAN,COLEGIO EVANGELICO DE ESTUDIOS INTEGRADOS SAN SEBASTIAN CEEDISS,"KILOMETRO 183, CANTON PUCA 1",URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
11-04-0017-46,RETALHULEU,SAN MARTIN ZAPOTITLAN,COLEGIO EVANGELICO MIXTO TECNOLOGICO LA PATRIA SUR,INTERIOR DEL SEMINARIO PRESBITERIANO KILOMETRO 182.5,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
11-04-0019-46,RETALHULEU,SAN MARTIN ZAPOTITLAN,COLEGIO EVANGELICO MIXTO TECNOLOGICO LA PATRIA SUR,"KM. 182.5 CARRETERA A QUETGO., INTERIOR DEL SEMINARIO EVANGELICO P.",URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
11-04-0037-46,RETALHULEU,SAN MARTIN ZAPOTITLAN,COLEGIO MIXTO TECNOLÓGICO ZAPOTITLÁN,"ZONA 3, ARMENIA ORTIZ",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
11-05-0014-46,RETALHULEU,SAN FELIPE,"COLEGIO PARTICULAR MIXTO ""SAN FELIPE"" - COSANFE -","LOTIFICACION ""LA ESPERANZA""",URBANA,PRIVADO,SIN_TOKENS
11-05-0142-46,RETALHULEU,SAN FELIPE,"COLEGIO PARTICULAR MIXTO ""SAN FELIPE"" - COSANFE -","LOTIFICACIÓN ""LA ESPERANZA""",URBANA,PRIVADO,SIN_TOKENS
11-06-0050-46,RETALHULEU,SAN ANDRES VILLA SECA,COLEGIO BILINGÜE MUNDO MÁGICO,CENTRO DOS PARCELAMIENTO LA MAQUINA,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
11-06-0082-46,RETALHULEU,SAN ANDRES VILLA SECA,LICEO TÉCNICO MAQUINENSE LITECMA,FAJA NO.9 LADO SAMALA,RURAL,PRIVADO,SIN_TOKENS
11-06-0086-46,RETALHULEU,SAN ANDRES VILLA SECA,COLEGIO SAN ANDRÉS VILLA SECA,LINEA C-4 SIS PARCELAMIENTO LA MAQUINA,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
11-06-1410-46,RETALHULEU,SAN ANDRES VILLA SECA,INSTITUTO DIVERSIFICADO POR COOPERATIVA,"CENTRO URBANO NO. 2 LA MAQUINA, SAN ANDRES VILLA SECA, RETALHULEU",RURAL,COOPERATIVA,RURAL_SOLO_TOKENS_URBANOS
11-06-1469-46,RETALHULEU,SAN ANDRES VILLA SECA,COLEGIO CIENTIFICO INDUSTRIAL EL TRIUNFO,ENTRADA PRINCIPAL CENTRO 2 LA MAQUINA,URBANA,PRIVADO,SIN_TOKENS
11-06-1470-46,RETALHULEU,SAN ANDRES VILLA SECA,COLEGIO CIENTIFICO INDUSTRIAL EL TRIUNFO,ENTRADA PRINCIPAL DEL CENTRO 2 LA MAQUINA,URBANA,PRIVADO,SIN_TOKENS
11-08-1107-46,RETALHULEU,NUEVO SAN CARLOS,INSTITUTO DIVERSIFICADO POR COOPERATIVA NUEVO SAN CARLOS,ALDEA MORAZÁN,URBANA,COOPERATIVA,URBANA_SIN_EVIDENCIA
11-08-1354-46,RETALHULEU,NUEVO SAN CARLOS,ESCUELA NORMAL INTERCULTURAL,A UN COSTADO DE SALON MUNICIPAL,URBANA,OFICIAL,SIN_TOKENS
11-09-0041-46,RETALHULEU,EL ASINTAL,COLEGIO MIXTO ADVENTISTA EL XAB,"KILOMETRO 197.5 RUTA 6W, ALDEA XAB",URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
11-09-0078-46,RETALHULEU,EL ASINTAL,CENTRO EDUCATIVO NUEVO AMANECER,ALDEA SIBANÁ,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
11-09-0095-46,RETALHULEU,EL ASINTAL,CENTRO EDUCATIVO NUEVO AMANECER,ALDEA SIBANA,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-01-0020-45,SACATEPEQUEZ,ANTIGUA GUATEMALA,NUCLEOS FAMILIARES EDUCATIVOS PARA EL DESARROLLO NUFED,SAN BARTOLEME BECERRA,RURAL,OFICIAL,SIN_TOKENS
03-01-0055-45,SACATEPEQUEZ,ANTIGUA GUATEMALA,INEB LICEO ROSALES,KM. 46.3 CARRETERA A CIUDAD VIEJA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-01-0059-45,SACATEPEQUEZ,ANTIGUA GUATEMALA,IEEB,KILOMETRO 2.5 CARRETERA A SAN JUAN EL OBISPO Y SANTA MARIA DE JESUS FINCA PRIMAVERA NO. 1,URBANA,OFICIAL,URBANA_KM_SIN_CONTEXTO
03-01-0061-45,SACATEPEQUEZ,ANTIGUA GUATEMALA,INEBE ANTONIO LARRAZABAL,KILOMETRO 2.5 CARRETERA A SAN JUAN EL OBISPO Y SANTA MARIA DE JESUS FINCA PRIMAVERA NO. 1,URBANA,OFICIAL,URBANA_KM_SIN_CONTEXTO
03-01-0063-45,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO MIXTO SANTIAGO DE LOS CABALLEROS,"LOTIFICACION SAN PEDRO PANORAMA, LOTES 67,68 Y 69",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-01-0173-45,SACATEPEQUEZ,ANTIGUA GUATEMALA,ANTIGUA VERDE,S/N FINCA AZOTEA,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-01-0216-45,SACATEPEQUEZ,ANTIGUA GUATEMALA,CENTRO EDUCATIVO BRILLO DE SOL,ALDEA SAN GASPAR VIVAR CASA NO. 1,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-01-0234-45,SACATEPEQUEZ,ANTIGUA GUATEMALA,CEEX DEPARTAMENTAL,6A. AVE. NORTE NO. 80,URBANA,OFICIAL,SIN_TOKENS
03-01-0256-45,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO DE COMPUTACION INFORMATICA,KILOMETRO 1.5CARRETERA A CIUDAD VIEJA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-01-0995-45,SACATEPEQUEZ,ANTIGUA GUATEMALA,CENTRO EDUCATIVO EL VALLE,LOTIFICACION SANTIAGO DE LOS CABALLEROS N-6,URBANA,PRIVADO,SIN_TOKENS
03-01-1137-45,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO BELEN,PLAZUELA BELEN,URBANA,PRIVADO,SIN_TOKENS
03-01-1155-45,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO DE COMPUTACION INFORMATICA,KILOMETRO 1.5 CARRETERA A CIUDAD VIEJA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-03-0030-45,SACATEPEQUEZ,PASTORES,COLEGIO CRISTIANO AVIVANDO EL FUEGO,COLONIA LOS PLANOS EL MIRADOR CAMINO VIEJO,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
03-03-0034-45,SACATEPEQUEZ,PASTORES,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO -NUFED NO. 417,SAN LUIS PUEBLO NUEVO,RURAL,OFICIAL,SIN_TOKENS
03-03-0096-45,SACATEPEQUEZ,PASTORES,IEBC DE ENSEÑANZA,PASTORES,URBANA,COOPERATIVA,LONGITUD_INSUFICIENTE
03-04-0044-45,SACATEPEQUEZ,SUMPANGO,"CENTRO EDUCATIVO SHALOM ""PAZ CONTIGO""","KM. 40.00 CARRETERA INTERAMERICANA LOTE NO. 1 SECTOR ""CHIPONQUIN""",URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-06-1369-45,SACATEPEQUEZ,SANTIAGO SACATEPEQUEZ,INSTITUTO MIXTO LOMA LINDA,SANTIAGO SACATEPEQUEZ,URBANA,PRIVADO,SIN_TOKENS
03-07-1140-45,SACATEPEQUEZ,SAN BARTOLOME MILPAS ALTAS,COLEGIO CRISTIANO MIXTO 'ALELUYA',KM. 32 CARRETERA INTERAMERICANA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-08-0002-45,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,COLEGIO BILINGUE SAN LUCAS,LOTE 10 JARDINES DE SAN LUCAS II,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-08-0007-45,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,COLEGIO VALLE AMERICANO,"JARDINES DE SAN LUCAS 4, GRANJA LAS AMERICAS",URBANA,PRIVADO,SIN_TOKENS
03-08-0009-45,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,INEB,KM. 28.5 CARRETERA INTERAMERICANA,URBANA,OFICIAL,URBANA_KM_SIN_CONTEXTO
03-08-0013-45,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,COLEGIO SAN JERONIMO EMILIANI,JARDINES DE SAN LUCAS,URBANA,PRIVADO,SIN_TOKENS
03-08-0037-45,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,COLEGIO APRENDIENDO A CRECER,LOTE 50 JARDINES DE SAN LUCAS 2,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-08-0922-45,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,INSTITUTO MIXTO POR COOPERATIVA DE ENSEÑANZA,KM. 28.5 CARRERETA INTERAMERICANA SAN LUCAS,URBANA,COOPERATIVA,URBANA_KM_SIN_CONTEXTO
03-09-0004-45,SACATEPEQUEZ,SANTA LUCIA MILPAS ALTAS,INEB,SANTO TOMAS MILPAS ALTAS,RURAL,OFICIAL,SIN_TOKENS
03-09-0926-45,SACATEPEQUEZ,SANTA LUCIA MILPAS ALTAS,COLEGIO CRISTIANO SABER Y GRACIA,3ERA CALLE CALLEJON I 3-09 ZONA 2 SANTO TOMAS MILPAS ALTAS,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
03-09-0927-45,SACATEPEQUEZ,SANTA LUCIA MILPAS ALTAS,INSTITUTO DE EDUCACION BASICA POR COOPERATIVA,SANTA LUCIA MILPAS ALTAS,URBANA,COOPERATIVA,SIN_TOKENS
03-10-0018-45,SACATEPEQUEZ,MAGDALENA MILPAS ALTAS,CENTRO DE EDUCACION EXTRAESCOLAR-CEEX-LOVE GUATEMALA,1A. CALLE F-25 COLONIA VISTA HERMOSA ZONA 5,RURAL,OFICIAL,RURAL_CON_ZONA_NUM
03-10-0167-45,SACATEPEQUEZ,MAGDALENA MILPAS ALTAS,IEBC DE ENSEÑANZA,MAGDALENA MILPAS ALTAS,URBANA,COOPERATIVA,SIN_TOKENS
03-11-0003-45,SACATEPEQUEZ,SANTA MARIA DE JESUS,INEB,CANTON SEGUNDO,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
03-11-0020-45,SACATEPEQUEZ,SANTA MARIA DE JESUS,ESCUELA KEMNAOJ,TERCER CANTON NO. 3 -357,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-11-0023-45,SACATEPEQUEZ,SANTA MARIA DE JESUS,CENTRO EDUCATIVO JARDIN DE AMOR,"4TO. CANTON, CASA NO. 4-747 ""A""",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-11-0028-45,SACATEPEQUEZ,SANTA MARIA DE JESUS,CENTRO EDUCATIVO DE NIÑAS PROXIMOS PASOS,TERCER CANTON 3-822,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-12-0047-45,SACATEPEQUEZ,CIUDAD VIEJA,COLEGIO ANTIGUA INTERNATIONAL SCHOOL,KILOMETRO 74.8 RUTA NACIONAL 14,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-12-0072-45,SACATEPEQUEZ,CIUDAD VIEJA,INSTITUTO TECNICO EMPRESARIAL,KILOMETRO 81 RN-14,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-12-0088-45,SACATEPEQUEZ,CIUDAD VIEJA,CENTRO EDUCATIVO ANTIGUA MONTESSORI,KILOMETRO 52,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-12-1187-45,SACATEPEQUEZ,CIUDAD VIEJA,COLEGIO BOSTON,CARRETERA PRINCIPAL A SAN LORENZO EL CUBO,RURAL,PRIVADO,SIN_TOKENS
03-12-1352-45,SACATEPEQUEZ,CIUDAD VIEJA,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED NO. 407,6A. CALLE 2-22 ZONA 6,RURAL,OFICIAL,RURAL_CON_ZONA_NUM
03-14-0005-45,SACATEPEQUEZ,ALOTENANGO,INEB,CUARTO CANTON,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
03-14-1366-45,SACATEPEQUEZ,ALOTENANGO,COLEGIO INMACULADA,PRIMER CANTON,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-01-0059-46,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO NORMAL PARA VARONES ANTONIO LARRAZABAL,FINCA LA PRIMAVERA SALIDA A SANTA MARIA DE JESUS KM.2,URBANA,OFICIAL,URBANA_KM_SIN_CONTEXTO
03-01-0120-46,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO BELEN,PLAZUELA BELEN,URBANA,PRIVADO,SIN_TOKENS
03-01-0156-46,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO INDIGENA NUESTRA SEÑORA DEL SOCORRO,PLAZUELA DE BELEN,URBANA,PRIVADO,SIN_TOKENS
03-01-0187-46,SACATEPEQUEZ,ANTIGUA GUATEMALA,LICEO ROSALES,KM. 46.3 CARRETERA A CIUDAD VIEJA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-01-0219-46,SACATEPEQUEZ,ANTIGUA GUATEMALA,"PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA, PRONEA",6TA. AVENIDA NORTE NO. 80,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
03-01-0233-46,SACATEPEQUEZ,ANTIGUA GUATEMALA,CENTRO DE EDUCACION EXTRAESCOLAR -CEEX- DEPARTAMENTAL,6A. AVENIDA NORTE NO. 80,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
03-01-0257-46,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO DE COMPUTACION INFORMATICA,KILOMETRO 1.5 CARRETERA A CIUDAD VIEJA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-01-0305-46,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO MIXTO SANTIAGO DE LOS CABALLEROS,"LOTIFICACION SAN PEDRO PANORAMA, LOTES 67,68 Y 69",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-01-0947-46,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO ANTIGUA,COLONIA SAN FRANCISCO NO. 10,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
03-01-1046-46,SACATEPEQUEZ,ANTIGUA GUATEMALA,CENTRO EDUCATIVO EL VALLE,LOTIFICACION SANTIAGO DE LOS CABALLEROS N.6,URBANA,PRIVADO,SIN_TOKENS
03-01-1189-46,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO TECNICO VOCACIONAL DE SACATEPEQUEZ,KM. 1.5 CARRETERA A CIUDAD VIEJA CASA NO. 3,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-01-1231-46,SACATEPEQUEZ,ANTIGUA GUATEMALA,ESCUELA NORMAL DE EDUCACION FISICA,SALIDA A SANTA MARIA DE JESUS KILOMETRO 2,URBANA,OFICIAL,URBANA_KM_SIN_CONTEXTO
03-01-1293-46,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO DE COMPUTACION INFORMATICA,KILOMETRO 1.5 CARRETERA A CIUDAD VIEJA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-03-0032-46,SACATEPEQUEZ,PASTORES,COLEGIO CRISTIANO AVIVANDO EL FUEGO,"LOS PLANES DE PASTORES, COLONIA EL TIZATE ZONA 0",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
03-04-0048-46,SACATEPEQUEZ,SUMPANGO,"CENTRO EDUCATIVO SHALOM ""PAZ CONTIGO""","KM. 40.00 CARRETERA INTERAMERICANA LOTE NO. 1 SECTOR ""CHIPONQUIN""",URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-06-1375-46,SACATEPEQUEZ,SANTIAGO SACATEPEQUEZ,INSTITUTO MIXTO LOMA LINDA,SANTIAGO SACATEPEQUEZ,URBANA,PRIVADO,SIN_TOKENS
03-07-0022-46,SACATEPEQUEZ,SAN BARTOLOME MILPAS ALTAS,COLEGIO CRISTIANO MIXTO ALELUYA,KILOMETRO 32 CARRETERA INTERAMERICANA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-08-0001-46,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,COLEGIO BILINGUE SAN LUCAS,LOTE 10 JARDINES DE SAN LUCAS II,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-08-0017-46,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,COLEGIO VALLE AMERICANO,LOTE 11 GRANJA LAS AMERICAS JARDINES DE SAN LUCAS 4,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-08-0046-46,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,COLEGIO APRENDIENDO A CRECER,LOTE 50 JARDINES DE SAN LUCAS 2,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-08-0923-46,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,INSTITUTO MIXTO POR COOPERATIVA DE ENSEÑANZA,KM.28.5 CARRETERA INTERAMERICANA SAN LUCAS,URBANA,COOPERATIVA,URBANA_KM_SIN_CONTEXTO
03-10-0015-46,SACATEPEQUEZ,MAGDALENA MILPAS ALTAS,LOVE GUATEMALA,1A CALLE F-25 COLONIA VISTA HERMOSA ZONA 5,RURAL,OFICIAL,RURAL_CON_ZONA_NUM
03-11-0007-46,SACATEPEQUEZ,SANTA MARIA DE JESUS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,PRIMER CANTON PLAZUELA,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
03-11-0029-46,SACATEPEQUEZ,SANTA MARIA DE JESUS,CENTRO EDUCATIVO DE NIÑAS PROXIMOS PASOS,TERCER CANTON 3-822,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-11-0030-46,SACATEPEQUEZ,SANTA MARIA DE JESUS,COLEGIO TRAVESIA DE CONOCIMIENTOS,PRIMER CANTON 1-232,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-11-0031-46,SACATEPEQUEZ,SANTA MARIA DE JESUS,COLEGIO TRAVESIA DE CONOCIMIENTOS,PRIMER CANTON 1-232,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
03-12-0054-46,SACATEPEQUEZ,CIUDAD VIEJA,COLEGIO ANTIGUA INTERNATIONAL SCHOOL,KILOMETRO 74.8 RUTA NACIONAL 14,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-12-0073-46,SACATEPEQUEZ,CIUDAD VIEJA,INSTITUTO TECNICO EMPRESARIAL,KILOMETRO 81 RN-14,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-12-0074-46,SACATEPEQUEZ,CIUDAD VIEJA,INSTITUTO TECNICO EMPRESARIAL,KILOMETRO 81 RN-14,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-12-0108-46,SACATEPEQUEZ,CIUDAD VIEJA,INSTITUTO TECNICO EMPRESARIAL,RUTA NACIONAL 14 KM 81,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-12-0109-46,SACATEPEQUEZ,CIUDAD VIEJA,INSTITUTO TECNICO EMPRESARIAL,KILOMETRO 81 RN-14,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-12-0110-46,SACATEPEQUEZ,CIUDAD VIEJA,INSTITUTO TECNICO EMPRESARIAL,KILOMETRO 81 RN-14,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
03-12-1188-46,SACATEPEQUEZ,CIUDAD VIEJA,COLEGIO BOSTON,CARRETERA PRINCIPAL A SAN LORENZO,RURAL,PRIVADO,SIN_TOKENS
03-14-0006-46,SACATEPEQUEZ,ALOTENANGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CUARTO CANTON,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
03-14-0033-46,SACATEPEQUEZ,ALOTENANGO,LICEO EVANGELICO INDISPENSABLE,PRIMER CANTON,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
12-03-0136-45,SAN MARCOS,SAN ANTONIO SACATEPEQUEZ,IEBC DE ENSEÑANZA 'LIC. ANGEL G. ARREAGA B.',NAN,URBANA,COOPERATIVA,LONGITUD_INSUFICIENTE
12-05-0035-45,SAN MARCOS,SAN MIGUEL IXTAHUACAN,INEB,CABECERA MUNICIPAL,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
12-07-0387-45,SAN MARCOS,TACANA,IEBC DE ENSEÑANZA,CABECERA MUNICIPAL,RURAL,COOPERATIVA,RURAL_SOLO_TOKENS_URBANOS
12-08-0026-45,SAN MARCOS,SIBINAL,INEB,CABECERA MUNICIPAL,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
12-08-0404-45,SAN MARCOS,SIBINAL,INEB POR COOPERATIVA,SIBINAL,URBANA,COOPERATIVA,LONGITUD_INSUFICIENTE
12-09-0164-45,SAN MARCOS,TAJUMULCO,CENTRO DE EDCACIÓN EXTRAESCOLAR_CEEX_,TAJUMULCO,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
12-10-5269-45,SAN MARCOS,TEJUTLA,INSTITUTO MIXTO DE EDUCACION BASICA POR COOPERATIVA DE ENSEÑANZA,ALDEA EL HORIZONTE,URBANA,COOPERATIVA,URBANA_SIN_EVIDENCIA
12-11-0524-45,SAN MARCOS,SAN RAFAEL PIE DE LA CUESTA,INSTITUTO NACIONAL MIXTO DE EDUCACION BASICA,SAN RAFAEL PIE DE LA CUESTA,URBANA,OFICIAL,SIN_TOKENS
12-12-0094-45,SAN MARCOS,NUEVO PROGRESO,CENTRO DE EDCACIÓN EXTRAESCOLAR-CEEX-,NUEVO PROGRESO,URBANA,PRIVADO,SIN_TOKENS
12-13-5013-45,SAN MARCOS,EL TUMBADOR,COLEGIO CATOLICO LOS SANTOS REYES,COLONIA SAN ANTONIO,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
12-14-0645-45,SAN MARCOS,SAN JOSE EL RODEO,INEB CON ORIENTACION AGRICOLA,-,URBANA,OFICIAL,LONGITUD_INSUFICIENTE
12-15-0031-45,SAN MARCOS,MALACATAN,INEB,COLONIA EL MAESTRO,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
12-15-0053-45,SAN MARCOS,MALACATAN,LICEO ESPAÑOL,CANTÓN SAN SEBASTIÁN,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
12-15-0060-45,SAN MARCOS,MALACATAN,CENTRO PRIVADO DE ESTUDIOS SUPERACION,CANTON MORAZAN,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
12-15-0070-45,SAN MARCOS,MALACATAN,LICEO ESPAÑOL,CANTÓN SAN SEBASTIÁN,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
12-15-0108-45,SAN MARCOS,MALACATAN,INSTITUTO NACIONAL DE EDUCACION BASICA,CASERIO VILLA NUEVA,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
12-16-0035-45,SAN MARCOS,CATARINA,"INSTITUTO TECNOLÓGICO ""CATARINA""",CATARINA,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
12-17-0016-45,SAN MARCOS,AYUTLA,INEB,COLONIA LA VERDE,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
12-17-0018-45,SAN MARCOS,AYUTLA,INEB,ALDEA ZANJON SAN LORENZO,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
12-17-0049-45,SAN MARCOS,AYUTLA,"INSTITUTO PARTICULAR MIXTO ""TECÚN UMÁN""",KILOMETROS 252 CARRETERA INTERAMERICANA,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
12-17-0794-45,SAN MARCOS,AYUTLA,IEBC DE ENSEÑANZA,CIUDAD TECUN UMAN,URBANA,COOPERATIVA,SIN_TOKENS
12-18-0827-45,SAN MARCOS,OCOS,IEBC,NAN,RURAL,COOPERATIVA,LONGITUD_INSUFICIENTE
12-19-1064-45,SAN MARCOS,SAN PABLO,IEBC DE ENSEÑANZA 'LA CIENCIA',-,URBANA,COOPERATIVA,LONGITUD_INSUFICIENTE
12-20-0853-45,SAN MARCOS,EL QUETZAL,IPMB 'ONA',FINCA ONA,RURAL,PRIVADO,LONGITUD_INSUFICIENTE
12-21-0883-45,SAN MARCOS,LA REFORMA,IEBC DE ENSEÑANZA,LA REFORMA SAN MARCOS,URBANA,COOPERATIVA,SIN_TOKENS
12-22-0007-45,SAN MARCOS,PAJAPITA,INSTITUTO NACIONAL DE EDUCACION BÁSICA,MODULO NO. 4 DEL COMPLEJO EDUCATIVO,URBANA,OFICIAL,SIN_TOKENS
12-22-0013-45,SAN MARCOS,PAJAPITA,COLEGIO EVANGELICO PRIVADO MIXTO NUEVA VIDA,CANTON FERROCARRIL,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
12-22-0033-45,SAN MARCOS,PAJAPITA,"COLEGIO PARTICULAR MIXTO ""LICEO JUAN DIEGO""",CARRETERA ANTIGUA AL TUMBADOR,URBANA,PRIVADO,SIN_TOKENS
12-22-5267-45,SAN MARCOS,PAJAPITA,COLEGIO PARROQUIAL INMACULADA CONCEPCION DE MARIA,CANTON FERROCARRIL,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
12-24-0964-45,SAN MARCOS,SAN JOSE OJETENAM,IEBC DE ENSEÑANZA,NAN,URBANA,COOPERATIVA,LONGITUD_INSUFICIENTE
12-25-0015-45,SAN MARCOS,SAN CRISTOBAL CUCHO,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA,"SECTOR BAJO, CANTÓN LA ESPERANZA",URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
12-26-0072-45,SAN MARCOS,SIPACAPA,CENTRO DE EDUCACIÓN EXTRAESCOLAR-CEEX-,SIPACAPA,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
