CODIGO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,AREA,SECTOR,razon
05-13-2957-45,ESCUINTLA,NUEVA CONCEPCION,IEBC DE ENSEÑANZA,TROCHA 8 CALLE DEL BANCO,RURAL,COOPERATIVA,RURAL_SOLO_TOKENS_URBANOS
05-14-0032-45,ESCUINTLA,SIPACATE,COLEGIO MIXTO LA LIBERTAD,5A CALLE 0-12,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
05-14-0035-45,ESCUINTLA,SIPACATE,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA DE TELESECUNDARIA,1A CALLE 1-02 SAN JOSÉ LA EMPALIZADA,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
05-14-0049-45,ESCUINTLA,SIPACATE,COLEGIO PARTICULAR MIXTO ROSALES,13 AVE. 3-47,RURAL,PRIVADO,SIN_TOKENS
05-01-0119-46,ESCUINTLA,ESCUINTLA,CENTRO ESCOLAR NUESTRA SEÑORA DE CONCEPCION,KM. 59 CARRETERA A SANTA LUCIA COTZUMALGUAPA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
05-01-0259-46,ESCUINTLA,ESCUINTLA,COLEGIO INTERNACIONAL FUTURE LEARNING CENTER FLC,KM. 60 LA FELICIDAD SALIDA A PUERTO SAN JOSÉ ESCUINTLA,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
05-01-0387-46,ESCUINTLA,ESCUINTLA,COLEGIO CRISTIANO MONTE MORIAH,2DA. AVENIDA 3-80 ZONA 3 COLONIA AGUAS VIVAS,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
05-01-0411-46,ESCUINTLA,ESCUINTLA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,COMUIDAD AGRAGIRA SAN ANDRÉS OSUNA.,RURAL,COOPERATIVA,SIN_TOKENS
05-01-0417-46,ESCUINTLA,ESCUINTLA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- DEPARTAMENTAL,"LOCAL 37 Y 37 ""A"" CENTRO COMERCIAL PLAZA PALMERAS 1 AVE BARRIO SAN PEDRO EL PITO, ZONA 2",RURAL,OFICIAL,RURAL_CON_ZONA_NUM
05-01-0425-46,ESCUINTLA,ESCUINTLA,"INSTITUTO MIXTO PARTICULAR DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ""ALMA LIBERTAD PÉREZ MARTÍNEZ"".","ESCUELA OFICIAL RURAL MIXTA GONZALO ADOLFO SANTIZO, 4TA. AVENIDA 22-04 ZONA 5 COLONIA CAÑAVERAL 1",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
05-01-0436-46,ESCUINTLA,ESCUINTLA,COLEGIO CARROUSEL.,25 CALLE 0-09 ZONA 5 CAÑAVERAL IV,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
05-01-0463-46,ESCUINTLA,ESCUINTLA,"INSTITUTO OFICIAL MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ ""PALMERAS""",KM 68.5 CARRETERA A TAXISCO GRANJA MODELO DE REHABILITACIÓN CANADA CON COBERTURA EN ALTA SEGURIDAD,URBANA,OFICIAL,URBANA_KM_SIN_CONTEXTO
05-01-2511-46,ESCUINTLA,ESCUINTLA,ESCUELA NORMAL DE EDUCACION FISICA,KM. 54 CARRETERA AL PACIFICO,URBANA,OFICIAL,URBANA_KM_SIN_CONTEXTO
05-02-0113-46,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO TÉCNICO DE CAPACITACIÓN Y PRODUCTIVIDAD INTECAP,KM 93 CARRETERA CA2 A MAZATENANGO,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
05-02-0257-46,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO PRIVADO MIXTO DE COMPUTACIÓN INFORMÁTICA,KM. 87.5 CARRETERA CA-2 AL PACÍFICO.,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
05-02-0785-46,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA,KM 87.5 CARRETERA CA-2 AL PACIFICO.,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
05-02-1969-46,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO COSTASUR,CAMINO A VISTA LINDA CONTIGUO AL HIPÓDROMO MUNICIPAL 0-1,RURAL,PRIVADO,SIN_TOKENS
05-02-2556-46,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA,KM 87.5 CARRETERA CA-2 AL PACIFICO.,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
05-04-0034-46,ESCUINTLA,SIQUINALA,INSTITUTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO PARA ADULTOS FUNDACIÓN PANTALEON,INGENIO PANTALEON,RURAL,PRIVADO,SIN_TOKENS
05-04-0039-46,ESCUINTLA,SIQUINALA,INSTITUTO BASICO Y DIVERSIFICADO FUNDACIÓN PANTALEON.,INGENIO PANTALEON,RURAL,PRIVADO,SIN_TOKENS
05-04-0050-46,ESCUINTLA,SIQUINALA,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,COLONIA TIERRA VERDE,RURAL,MUNICIPAL,RURAL_SOLO_TOKENS_URBANOS
05-04-0052-46,ESCUINTLA,SIQUINALA,INSTITUTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO PARA ADULTOS FUNDACIÓN PANTALEÓN,INGENIO PANTALEÓN,RURAL,PRIVADO,SIN_TOKENS
05-04-2449-46,ESCUINTLA,SIQUINALA,INSTITUTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO PARA ADULTOS FUNDACIÓN PANTALEON,INGENIO PANTALEON,RURAL,PRIVADO,SIN_TOKENS
05-05-0025-46,ESCUINTLA,MASAGUA,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y DIVERSIFICADO,"5 CALLE, 3-08 CALLE PRINCIPAL",RURAL,MUNICIPAL,RURAL_SOLO_TOKENS_URBANOS
05-05-0039-46,ESCUINTLA,MASAGUA,LICEO MIXTO BILINGÜE EMPRESARIAL,1A CALLE 0-23 COLONIA EL ESFUERZO,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
05-05-0040-46,ESCUINTLA,MASAGUA,LICEO MIXTO BILINGÜE EMPRESARIAL,1A CALLE 0-23 COLONIA EL ESFUERZO,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
05-06-0028-46,ESCUINTLA,TIQUISATE,LICEO CRISTIANO SHALEM,"PARCELAS MUNICIPALES, EL ASTILLERO",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
05-06-0091-46,ESCUINTLA,TIQUISATE,LICEO EN INFORMATICA Y CIENCIAS AVANZADAS CERMA,KILÓMETRO 144 SALIDA A RÍO BRAVO,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
05-06-0127-46,ESCUINTLA,TIQUISATE,COLEGIO LUIS CARDOZA Y ARAGÓN,KILOMETRO 143 LOTE NO. 2 CARRETERA A TIQUISATE,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
05-06-0129-46,ESCUINTLA,TIQUISATE,INSTITUTO TECNOLGÍA Y CIENCIA,"VILA CHINITO, KM. 143 FRENTE AL HOSPITAL NACIONAL.",URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
05-06-0130-46,ESCUINTLA,TIQUISATE,INSTITUTO TECNOLOGÍA Y CIENCIA,"VILLA CHINITO, KM. 143 FRENTE AL HOSPITAL NACIONAL",URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
05-06-0138-46,ESCUINTLA,TIQUISATE,LICEO CRISTIANO SHALEM,"PARCELAS MUNICIPALES, EL ASTILLERO",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
05-06-0142-46,ESCUINTLA,TIQUISATE,LICEO EN INFORMÁTICA Y CIENCIAS AVANZADAS CERMA,KILOMETRO 144 SALIDA A RÍO BRAVO,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
05-06-0145-46,ESCUINTLA,TIQUISATE,COLEGIO AMERICANO NUESTRA FAMILIA,KM. 143.5 FRENTE AL HOSPITAL NACIONAL DE TIQUISATE,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
05-06-0148-46,ESCUINTLA,TIQUISATE,COLEGIO CRISTIANO SOL DE JUSTICIA,LOTIFICACIÓN PRADOS DE SAN JUAN LA NORIA,RURAL,PRIVADO,SIN_TOKENS
05-07-0058-46,ESCUINTLA,LA GOMERA,"COLEGIO PARTICULAR MIXTO ""ROSALES""",2A. CALLE BARRIO CHIPILAPA,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
05-07-0060-46,ESCUINTLA,LA GOMERA,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,CALZADA EUFRACIA TAMBITO,RURAL,MUNICIPAL,RURAL_SOLO_TOKENS_URBANOS
05-07-0063-46,ESCUINTLA,LA GOMERA,"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN""",4A AVENIDA 5-112 BARRIO CHIPILAPA,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
05-07-0066-46,ESCUINTLA,LA GOMERA,"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN""",4A AVENIDA 5-112 BARRIO CHIPILAPA,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
05-07-0067-46,ESCUINTLA,LA GOMERA,"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN"".",4A AVENIDA 5-112 BARRIO CHIPILAPA,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
05-07-0071-46,ESCUINTLA,LA GOMERA,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADO,CALZADA EUFRACIA TAMBITO,RURAL,MUNICIPAL,RURAL_SOLO_TOKENS_URBANOS
05-07-0074-46,ESCUINTLA,LA GOMERA,"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN"".",4A AVENIDA 5-112 BARRIO CHIPILAPA,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
05-07-0085-46,ESCUINTLA,LA GOMERA,COLEGIO PARTICULAR MIXTO ROSALES,"2A. CALLE A, BARRIO CHIPILAPA INSTALACIONES DEL INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA I.M.E.D. ARISTIDES CRESPO VILLEGAS",RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
05-07-2549-46,ESCUINTLA,LA GOMERA,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADO POR COOPERATIVA 'ARISTIDES CRESPO VILLEGAS',BARRIO CHIPILAPA,RURAL,COOPERATIVA,RURAL_SOLO_TOKENS_URBANOS
05-09-0081-46,ESCUINTLA,SAN JOSE,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",CHÁCARA SAN JOAQUÍN INTERIOR NO. 5 COLONIA EL JARDIN,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
05-09-0082-46,ESCUINTLA,SAN JOSE,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",CHÁCARA SAN JOAQUÍN INTERIOR NO. 5 COLONIA EL JARDÍN,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
05-09-0083-46,ESCUINTLA,SAN JOSE,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",CHÁCARA SAN JOAQUÍN INTERIOR NO. 5 COLONIA SAN JOAQUÍN,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
05-09-0086-46,ESCUINTLA,SAN JOSE,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",CHÁCARA SAN JOAQUÍN INTERIOR NO. 5 COLONIA SAN JOAQUÍN,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
05-09-0087-46,ESCUINTLA,SAN JOSE,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",CHÁCARA SAN JOAQUÍN INTERIOR NO. 5 5 COLONIA EL JARDIN,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
05-09-0088-46,ESCUINTLA,SAN JOSE,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""",CHÁCARA SAN JOAQUÍN INTERIOR NO. 5 COLONIA SAN JOAQUÍN,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
05-09-3118-46,ESCUINTLA,SAN JOSE,INSTITUTO TECNICO MARITIMO BANAPORT C.A.,3. AVENIDA 0-56 ZONA 2 COLONIA EL PROGRESO,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
05-10-0035-46,ESCUINTLA,IZTAPA,"COLEGIO PARTICULAR MIXTO ""IXTAPAN""",5TA. AVE. 3-80 ZONA 1 BARRIO EL MORÓN,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
05-10-0036-46,ESCUINTLA,IZTAPA,"COLEGIO PARTICULAR MIXTO ""IXTAPAN""",5TA. AVE. 3-80 ZONA 1 BARRIO EL MORÓN.,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
05-11-0064-46,ESCUINTLA,PALIN,COLEGIO INTEGRAL BILINGÜE ENGLISH CLUB,"FINCA NATIVIDAD NO. 102 BIFURCACIÓN AGRICOLA PANTIAGUATE CARRETERA A SANTA MARÍA DE JESÚS, SACATEPÉQUEZ",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
05-11-0065-46,ESCUINTLA,PALIN,COLEGIO INTEGRAL BILINGÚE ENGLISH CLUB,"FINCA NATIVIDAD NO. 102 BIFURCACIÓN AGRICOLA PANTIAGUATE CARRETERA A SANTA MARÍA DE JESÚS, SACATEPÉQUEZ",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
05-11-0090-46,ESCUINTLA,PALIN,LICEO CRISTIANO CAPERNAUM,7MA. CALLE 4A AVENIDA 6-99 ZONA 2 BARRIO SAN LUCAS,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
05-11-0113-46,ESCUINTLA,PALIN,"CENTRO EDUCATIVO PRIVADO ""SAN ESTEBAN""","4A. AVENIDA 4-16, ZONA 5",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
05-11-0117-46,ESCUINTLA,PALIN,LICEO CRISTIANO BILINGÜE SANTIDAD Y PODER,KM. 39.5 CARRETERA AL PACIFICO,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
05-11-2963-46,ESCUINTLA,PALIN,LICEO CRISTIANO BILINGÜE SANTIDAD Y PODER,KM.39.5 CARRETERA AL PACIFICO,URBANA,PRIVADO,URBANA_KM_SIN_CONTEXTO
05-14-0033-46,ESCUINTLA,SIPACATE,COLEGIO MIXTO LA LIBERTAD,5A CALLE 0-12,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
05-14-0050-46,ESCUINTLA,SIPACATE,COLEGIO PARTICULAR MIXTO ROSALES,13 AVE. 3-47,RURAL,PRIVADO,SIN_TOKENS
01-01-2331-45,GUATEMALA,GUATEMALA,INSTITUTO PRIVADO MIXTO DE EDUCACION BASICA JUAN MARCOS,1A. AVENIDA Y 1A. CALLE ZONA 21 LOMA BLANCA COLONIA GUAJITOS,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
01-02-0087-45,GUATEMALA,SANTA CATARINA PINULA,"INSTITUTO OFICIAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ ""LICENCIADA MIRMA FIGUEROA DE CORO""",LOTE 45 ALDEA EL PAJON,URBANA,MUNICIPAL,URBANA_SIN_EVIDENCIA
01-02-2610-45,GUATEMALA,SANTA CATARINA PINULA,INSTITUTO DE EDUCACION BASICA POR COOPERATIVA DE ENSEÑANZA,PIEDRA PARADA EL ROSARIO,RURAL,COOPERATIVA,SIN_TOKENS
01-02-8065-45,GUATEMALA,SANTA CATARINA PINULA,COLEGIO MIXTO SAN ANTONIO DE PADUA,3AV 1-54 PIEDRA PARADA CRISTO REY,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
01-02-8792-45,GUATEMALA,SANTA CATARINA PINULA,COLEGIO MIXTO TECNICO EN COMPUTACION VISTA AZUL,1A. CALLE CUCHILLA DEL CARMEN,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
01-04-0013-45,GUATEMALA,SAN JOSE DEL GOLFO,COLEGIO PRADOS DE SAN JOSÉ,CALLE PRINCIPAL 3-14,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
01-05-0045-45,GUATEMALA,PALENCIA,INEB PROFESOR RAMIRO PÉREZ HERNÁNDEZ,CANTON RINCON,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
01-05-0097-45,GUATEMALA,PALENCIA,LICEO ADVENTISTA MARANATHA,CALLE REAL 1-115,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
01-05-1359-45,GUATEMALA,PALENCIA,INSTITUTO MIXTO DE EDUCACIÓN BÁSICA POR COOPERATIVA,PALENCIA,URBANA,COOPERATIVA,LONGITUD_INSUFICIENTE
01-05-2618-45,GUATEMALA,PALENCIA,INEB POR COOPERATIVA,ALDEA LOS MIXCOS,URBANA,COOPERATIVA,URBANA_SIN_EVIDENCIA
01-06-0005-45,GUATEMALA,CHINAUTLA,INEB,CERRO SAN JULIAN,URBANA,OFICIAL,SIN_TOKENS
01-06-0006-45,GUATEMALA,CHINAUTLA,INEB EDGAR ARNOLDO MEDRANO MENENDEZ,"SECTOR 43, LOTE 0, TIERRA NUEVA I",URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
01-06-0007-45,GUATEMALA,CHINAUTLA,INEB,ALDEA SAN ANTONIO LAS FLORES,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
01-06-0040-45,GUATEMALA,CHINAUTLA,INEB SANTA CRUZ CHINAUTLA,CANTON CENTRAL SANTA CRUZ,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
01-06-0089-45,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA TIERRA NUEVA I,"SECTOR 43 LOTE 0 TIERRA NUEVA I GUATEMALA, CHINAUTLA",URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
01-06-1399-45,GUATEMALA,CHINAUTLA,INSTITUTO PRIVADO MIXTO DE EDUCACION BASICA DR. EPAMINONDAS QUINTANA,15 AVE. FINAL JOCOTALES,URBANA,PRIVADO,SIN_TOKENS
01-06-6546-45,GUATEMALA,CHINAUTLA,CENTRO DE EDUCACION INTEGRAL APRENDIENDO A VIVIR,"2A. AVE. FINAL LOTE 290 JOCOTALES, CHINAUTLA",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
01-06-6991-45,GUATEMALA,CHINAUTLA,INSTITUTO DE EDUCACIÓN BÁSICA POR COOPERATIVA,"CANTON CENTRAL, SANTA CRUZ CHINAUTLA",URBANA,COOPERATIVA,URBANA_SIN_EVIDENCIA
01-06-7535-45,GUATEMALA,CHINAUTLA,CENTRO ESTUDIANTIL CRISTIANO 'JOSE GILBERTO VELASQUEZ',"SECTOR 2 LOTE 99, SAN JULIAN NUEVA CHINAUTLA ALDEA JOCOTALES",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
01-06-8416-45,GUATEMALA,CHINAUTLA,INSTITUTO OFICIAL MIXTO DE EDUCACION BASICA,CERRO SAN JULIAN,URBANA,OFICIAL,SIN_TOKENS
01-07-0029-45,GUATEMALA,SAN PEDRO AYAMPUC,INEB SAN LUIS,COLONIA SAN LUIS EN MUNICIPIO DE SAN PEDRO AYAMPUC,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
01-07-1425-45,GUATEMALA,SAN PEDRO AYAMPUC,IEBC ENSEÑANZA,SAN PEDRO AYAMPUC,URBANA,COOPERATIVA,SIN_TOKENS
01-07-8044-45,GUATEMALA,SAN PEDRO AYAMPUC,COLEGIO MIXTO 'EL ARTE DE APRENDER',MANZANA G CASA 22 COLONIA LLANOS DE SANTA MARIA,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
01-08-0058-45,GUATEMALA,MIXCO,INEB,"2A. CALLE ""B"" 2-06 ZONA 4, COLONIA MONTEVERDE",RURAL,OFICIAL,RURAL_CON_ZONA_NUM
01-08-0102-45,GUATEMALA,MIXCO,"COLEGIO ""LO DE CASTILLA""","BOULEVARD PRINCIPAL 10-30 COLONIA SATELITE, ZONA 9",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
01-08-0117-45,GUATEMALA,MIXCO,LICEO LOMAS DE SACOJ,"68 CALLE ""A"" 13-96 SACOJ CHIQUITO ZONA 6",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
01-08-0262-45,GUATEMALA,MIXCO,INEB INSTITUTO NACIONAL DE EDUCACION BASICA,6TA. CALLE 5TA AV. ZONA 8 MIXCO,RURAL,OFICIAL,RURAL_CON_ZONA_NUM
01-08-0337-45,GUATEMALA,MIXCO,COLEGIO LICEO INTEGRAL SAN ISIDRO,"27 AVENIDA 1-60 ZONA 6, COLONIA SAN JOSÉ LOS PINOS",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
01-08-0498-45,GUATEMALA,MIXCO,"CENTRO EDUCATIVO ""EL VIÑADOR""",BOULEVARD SACOJ GRANDE 71-80 ZONA 6,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
01-08-0527-45,GUATEMALA,MIXCO,PEDAGÓGICO INTEGRAL SAN MIGUEL,6A. AVENIDA 14-15 LO DE COY ZONA 1,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
01-08-0786-45,GUATEMALA,MIXCO,COLEGIO INTERCULTURAL BILINGÜE GUATEMALTECO,6A. CALLE A 11-98 LO DE FUENTES ZONA 11,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
01-08-0834-45,GUATEMALA,MIXCO,INSTITUTO MIXTO EL EDÉN,"BOULEVARD EL CAMINERO 11-85, SAN JOSÉ LAS ROSAS ZONA 6",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
01-08-0985-45,GUATEMALA,MIXCO,"LICEO TECNOLOGICO DE GUATEMALA ""ELOHIM"" NO. 2","8A. CALLE 29-03, EL AGUACATE, ZONA 9",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
01-08-0987-45,GUATEMALA,MIXCO,"LICEO TECNOLOGICO DE GUATEMALA ""ELOHIM"" NO. 2","8A. CALLE 29-03, EL AGUACATE, ZONA 9",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
01-08-7687-45,GUATEMALA,MIXCO,CENTRO EDUCATIVO EFICIENCIA,11AV. A 18-58 ZONA 1 LO DE COY,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
01-08-7852-45,GUATEMALA,MIXCO,COLEGIO MIXTO INTEGRAL 'MOSIAH',BOULEVARD PRINCIPAL 11-49 ZONA 11,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
01-08-8412-45,GUATEMALA,MIXCO,CENTRO EDUCATIVO DR. MARIANO GALVEZ,4A. CALLE 0-05 ZONA 1,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
01-08-8413-45,GUATEMALA,MIXCO,CENTRO EDUCATIVO DR. MARIANO GALVEZ (POR MADUREZ),4A. CALLE 0-05 ZONA 1,RURAL,PRIVADO,RURAL_CON_ZONA_NUM
01-10-0030-45,GUATEMALA,SAN JUAN SACATEPEQUEZ,INEB,2A. CALLE 7-23 ZONA 2,RURAL,OFICIAL,RURAL_CON_ZONA_NUM
01-10-0031-45,GUATEMALA,SAN JUAN SACATEPEQUEZ,INEB,ALDEA LO DE RUIZ,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
01-10-0035-45,GUATEMALA,SAN JUAN SACATEPEQUEZ,INEB DE TELESECUNDARIA,COLONIA SAN JUANEROS,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
01-10-0040-45,GUATEMALA,SAN JUAN SACATEPEQUEZ,INEB DE TELESECUNDARIA,COLONIA LA ECONOMICA,RURAL,OFICIAL,RURAL_SOLO_TOKENS_URBANOS
01-10-0092-45,GUATEMALA,SAN JUAN SACATEPEQUEZ,"INEB ""CHAJOMA""",3A. CALLE 0-96 ZONA 3,RURAL,OFICIAL,RURAL_CON_ZONA_NUM
01-10-0129-45,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO EDUCATIVO INTEGRAL MI MUNDO,"MANZANA ""M"" CASAS 4 Y 5 LINDA VISTA I",RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
01-10-0236-45,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO PRIVADO LA LUZ,4A. AVENIDA 11-12 MANZANA P CIUDAD QUETZAL,RURAL,PRIVADO,RURAL_SOLO_TOKENS_URBANOS
01-10-8881-45,GUATEMALA,SAN JUAN SACATEPEQUEZ,IEBC ADONAI,COLONIA VILLA VERDE,RURAL,COOPERATIVA,RURAL_SOLO_TOKENS_URBANOS
01-12-0005-45,GUATEMALA,CHUARRANCHO,INEB,CANTON CENTRAL,URBANA,OFICIAL,URBANA_SIN_EVIDENCIA
01-14-1918-45,GUATEMALA,AMATITLAN,"LICEO CRISTIANO ""ANTIOQUÍA""",5A AVE. FINAL 15-57 CANTON EL INGENIO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
01-14-2694-45,GUATEMALA,AMATITLAN,COLEGIO MIXTO CIENCIAS COMERCIALES,"LOTE I, VALLE VERDE II",URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
01-14-6739-45,GUATEMALA,AMATITLAN,CENTRO EDUCATIVO SILOE AMATITLAN,4A. AVE. 0-80,URBANA,PRIVADO,SIN_TOKENS
01-14-7534-45,GUATEMALA,AMATITLAN,INSTITUTO BASICO POR COOPERATIVA EMANUEL,"5AVE. FINAL, CANTON INGENIO",URBANA,COOPERATIVA,URBANA_SIN_EVIDENCIA
01-14-8331-45,GUATEMALA,AMATITLAN,COLEGIO FORMACION INTEGRAL DE AMATITLÁN,2AV. 8-28,URBANA,PRIVADO,LONGITUD_INSUFICIENTE
01-14-8762-45,GUATEMALA,AMATITLAN,COLEGIO MIXTO EVANGELICO 'EL PARAISO',LOTIFICACION EL PARAISO CARRETERA A ALTOS DE LA CRUZ CANTON INGENIO,URBANA,PRIVADO,URBANA_SIN_EVIDENCIA
01-14-9858-45,GUATEMALA,AMATITLAN,IEBC 'SABIDURIA',AMATITLAN,RURAL,COOPERATIVA,LONGITUD_INSUFICIENTE
01-15-0056-45,GUATEMALA,VILLA NUEVA,INEB,"12 AVENIDA 2-32 BARCENAS, ZONA 3",RURAL,OFICIAL,RURAL_CON_ZONA_NUM
01-15-0057-45,GUATEMALA,VILLA NUEVA,INEB,ASENTAMIENTO VALLES DE NAZARETH,RURAL,OFICIAL,SIN_TOKENS
01-15-0070-45,GUATEMALA,VILLA NUEVA,INEB,CIUDAD PERONIA,RURAL,OFICIAL,SIN_TOKENS
01-15-0080-45,GUATEMALA,VILLA NUEVA,INEB DE TELESECUNDARIA,VILLA LOBOS NORTE,RURAL,OFICIAL,SIN_TOKENS
01-15-0101-45,GUATEMALA,VILLA NUEVA,"LICEO CRISTIANO ""SENDAS NUEVAS""","13 AVENIDA ""A"" 14-46, COLONIA SAN RAFAEL RAMIREZ, ZONA 2",RURAL,PRIVADO,RURAL_CON_ZONA_NUM
